date,price_usd,volume
2022-05-31,1.931,103
2022-06-01,2.025,108
2022-06-02,1.989,102
2022-06-03,1.871,133
2022-06-04,1.93,126
2022-06-05,1.973,103
2022-06-06,1.945,119
2022-06-07,2.003,97
2022-06-08,1.95,109
2022-06-09,2.027,102
2022-06-10,1.98,107
2022-06-11,1.955,92
2022-06-12,1.944,89
2022-06-13,1.954,91
2022-06-14,1.959,92
2022-06-15,1.906,89
2022-06-16,1.905,119
2022-06-17,1.878,87
2022-06-18,1.857,82
2022-06-19,1.878,90
2022-06-20,1.876,79
2022-06-21,1.837,88
2022-06-22,1.838,88
2022-06-23,1.819,98
2022-06-24,1.734,114
2022-06-25,1.729,106
2022-06-26,1.733,101
2022-06-27,1.755,102
2022-06-28,1.792,104
2022-06-29,1.744,89
2022-06-30,1.759,98
2022-07-01,1.786,113
2022-07-02,1.848,132
2022-07-03,1.887,132
2022-07-04,1.869,125
2022-07-05,1.86,104
2022-07-06,1.866,127
2022-07-07,1.859,102
2022-07-08,1.973,97
2022-07-09,1.896,111
2022-07-10,2.039,137
2022-07-11,2.08,104
2022-07-12,2.036,107
2022-07-13,2.228,67
2022-07-14,2.1,109
2022-07-15,2.122,87
2022-07-16,2.147,110
2022-07-17,2.105,100
2022-07-18,2.111,96
2022-07-19,2.026,92
2022-07-20,2.228,68
2022-07-21,2.13,116
2022-07-22,2.192,96
2022-07-23,2.25,97
2022-07-24,2.306,90
2022-07-25,2.288,84
2022-07-26,2.218,100
2022-07-27,2.251,94
2022-07-28,2.279,89
2022-07-29,2.343,72
2022-07-30,2.216,101
2022-07-31,2.256,108
2022-08-01,2.335,98
2022-08-02,2.388,81
2022-08-03,2.393,106
2022-08-04,2.464,115
2022-08-05,2.454,105
2022-08-06,2.467,103
2022-08-07,2.339,106
2022-08-08,2.485,100
2022-08-09,2.499,47
2022-08-10,2.446,104
2022-08-11,2.372,83
2022-08-12,2.335,88
2022-08-13,2.457,84
2022-08-14,2.432,94
2022-08-15,2.442,87
2022-08-16,2.41,104
2022-08-17,2.431,130
2022-08-18,2.5,131
2022-08-19,2.583,121
2022-08-20,2.811,137
2022-08-21,2.869,109
2022-08-22,3.032,89
2022-08-23,2.925,113
2022-08-24,2.819,119
2022-08-25,2.72,103
2022-08-26,2.71,90
2022-08-27,2.709,84
2022-08-28,2.7,86
2022-08-29,2.585,88
2022-08-30,2.458,76
2022-08-31,2.41,103
2022-09-01,2.426,78
2022-09-02,2.272,92
2022-09-03,2.448,122
2022-09-04,2.464,117
2022-09-05,2.574,94
2022-09-06,2.459,81
2022-09-07,2.574,76
2022-09-08,2.659,76
2022-09-09,2.542,91
2022-09-10,2.606,91
2022-09-11,2.632,115
2022-09-12,2.675,104
2022-09-13,2.681,112
2022-09-14,2.651,110
2022-09-15,2.711,105
2022-09-16,2.685,99
2022-09-17,2.696,82
2022-09-18,2.749,113
2022-09-19,2.719,75
2022-09-20,2.622,66
2022-09-21,2.54,80
2022-09-22,2.578,93
2022-09-23,2.435,84
2022-09-24,2.569,106
2022-09-25,2.541,76
2022-09-26,2.51,77
2022-09-27,2.501,78
2022-09-28,2.571,81
2022-09-29,2.465,59
2022-09-30,2.504,89
2022-10-01,2.481,98
2022-10-02,2.539,95
2022-10-03,2.527,78
2022-10-04,2.618,79
2022-10-05,2.6,85
2022-10-06,2.61,88
2022-10-07,2.659,66
2022-10-08,2.659,76
2022-10-09,2.678,98
2022-10-10,2.761,81
2022-10-11,2.726,64
2022-10-12,2.831,48
2022-10-13,2.779,75
2022-10-14,2.574,43
2022-10-15,2.868,109
2022-10-16,2.909,75
2022-10-17,2.756,65
2022-10-18,2.735,53
2022-10-19,2.771,65
2022-10-20,2.714,65
2022-10-21,2.759,62
2022-10-22,2.572,134
2022-10-23,2.6,83
2022-10-24,2.537,62
2022-10-25,2.551,73
2022-10-26,2.532,82
2022-10-27,2.513,75
2022-10-28,2.598,77
2022-10-29,2.603,102
2022-10-30,2.586,100
2022-10-31,2.513,73
2022-11-01,2.627,70
2022-11-02,2.624,84
2022-11-03,2.624,60
2022-11-04,2.604,66
2022-11-05,2.721,79
2022-11-06,2.662,78
2022-11-07,2.767,61
2022-11-08,2.726,47
2022-11-09,2.635,61
2022-11-10,2.772,70
2022-11-11,2.634,78
2022-11-12,2.701,76
2022-11-13,2.627,71
2022-11-14,2.689,75
2022-11-15,2.851,58
2022-11-16,2.738,72
2022-11-17,2.803,55
2022-11-18,2.706,67
2022-11-19,2.615,93
2022-11-20,2.55,90
2022-11-21,2.697,71
2022-11-22,2.621,67
2022-11-23,2.468,122
2022-11-24,2.548,80
2022-11-25,2.397,74
2022-11-26,2.449,90
2022-11-27,2.497,95
2022-11-28,2.62,89
2022-11-29,2.626,61
2022-11-30,2.869,112
2022-12-01,2.932,61
2022-12-02,3.182,130
2022-12-03,3.279,64
2022-12-04,3.318,63
2022-12-05,3.209,61
2022-12-06,3.144,55
2022-12-07,3.171,55
2022-12-08,3.086,45
2022-12-09,3.02,71
2022-12-10,2.97,92
2022-12-11,2.95,68
2022-12-12,2.907,68
2022-12-13,2.912,51
2022-12-14,2.807,61
2022-12-15,2.875,48
2022-12-16,2.858,62
2022-12-17,2.841,66
2022-12-18,3.045,92
2022-12-19,3.049,63
2022-12-20,3.007,65
2022-12-21,2.93,67
2022-12-22,2.823,60
2022-12-23,2.699,114
2022-12-24,2.739,82
2022-12-25,2.674,85
2022-12-26,2.73,83
2022-12-27,2.785,70
2022-12-28,2.551,104
2022-12-29,2.602,86
2022-12-30,2.626,84
2022-12-31,2.661,80
2023-01-01,2.667,62
2023-01-02,3.043,163
2023-01-03,3.237,91
2023-01-04,3.489,116
2023-01-05,3.543,82
2023-01-06,3.605,66
2023-01-07,3.727,67
2023-01-08,3.598,58
2023-01-09,3.626,69
2023-01-10,3.676,79
2023-01-11,3.683,62
2023-01-12,3.634,52
2023-01-13,3.759,67
2023-01-14,3.687,75
2023-01-15,3.655,61
2023-01-16,3.393,54
2023-01-17,3.49,64
2023-01-18,3.548,47
2023-01-19,3.497,51
2023-01-20,3.547,59
2023-01-21,3.677,60
2023-01-22,3.471,65
2023-01-23,3.608,63
2023-01-24,3.377,64
2023-01-25,3.637,57
2023-01-26,3.645,55
2023-01-27,3.597,55
2023-01-28,3.804,73
2023-01-29,3.589,68
2023-01-30,3.633,62
2023-01-31,3.489,51
2023-02-01,3.512,63
2023-02-02,3.455,52
2023-02-03,3.587,52
2023-02-04,3.455,64
2023-02-05,3.406,85
2023-02-06,3.371,56
2023-02-07,3.468,60
2023-02-08,3.519,49
2023-02-09,3.502,66
2023-02-10,3.525,103
2023-02-11,3.527,114
2023-02-12,3.609,121
2023-02-13,3.758,85
2023-02-14,3.834,68
2023-02-15,3.754,77
2023-02-16,3.754,85
2023-02-17,3.777,94
2023-02-18,3.941,93
2023-02-19,3.853,84
2023-02-20,3.809,57
2023-02-21,3.81,73
2023-02-22,3.803,80
2023-02-23,3.713,95
2023-02-24,3.699,98
2023-02-25,3.73,104
2023-02-26,3.672,97
2023-02-27,3.736,81
2023-02-28,3.812,78
2023-03-01,3.718,80
2023-03-02,3.935,65
2023-03-03,3.952,88
2023-03-04,3.87,104
2023-03-05,3.849,73
2023-03-06,3.819,72
2023-03-07,3.843,77
2023-03-08,3.928,66
2023-03-09,3.903,91
2023-03-10,3.962,91
2023-03-11,4.104,77
2023-03-12,3.889,92
2023-03-13,3.957,77
2023-03-14,3.738,79
2023-03-15,3.809,80
2023-03-16,3.716,104
2023-03-17,3.894,102
2023-03-18,4.071,95
2023-03-19,4.087,110
2023-03-20,4.127,93
2023-03-21,4.185,98
2023-03-22,4.043,112
2023-03-23,4.199,138
2023-03-24,4.49,105
2023-03-25,4.655,126
2023-03-26,4.769,112
2023-03-27,5.145,105
2023-03-28,5.415,100
2023-03-29,5.426,81
2023-03-30,5.321,64
2023-03-31,5.205,62
2023-04-01,5.609,110
2023-04-02,5.833,94
2023-04-03,5.723,71
2023-04-04,5.769,75
2023-04-05,6.002,99
2023-04-06,6.667,93
2023-04-07,6.536,78
2023-04-08,6.711,104
2023-04-09,6.632,100
2023-04-10,6.382,85
2023-04-11,6.507,62
2023-04-12,6.729,92
2023-04-13,6.543,65
2023-04-14,6.943,85
2023-04-15,7.646,55
2023-04-16,7.161,84
2023-04-17,6.616,100
2023-04-18,6.763,51
2023-04-19,6.653,64
2023-04-20,6.614,71
2023-04-21,6.484,81
2023-04-22,6.513,92
2023-04-23,6.483,79
2023-04-24,6.199,86
2023-04-25,5.634,119
2023-04-26,5.475,88
2023-04-27,5.821,61
2023-04-28,5.785,78
2023-04-29,6.007,66
2023-04-30,5.746,65
2023-05-01,5.483,68
2023-05-02,5.381,67
2023-05-03,5.512,73
2023-05-04,5.682,73
2023-05-05,5.005,116
2023-05-06,4.93,96
2023-05-07,4.953,93
2023-05-08,5.049,67
2023-05-09,5.023,70
2023-05-10,4.919,67
2023-05-11,5.263,67
2023-05-12,5.266,56
2023-05-13,5.181,74
2023-05-14,4.842,112
2023-05-15,4.8,82
2023-05-16,4.683,75
2023-05-17,4.654,71
2023-05-18,4.862,66
2023-05-19,4.744,71
2023-05-20,4.792,89
2023-05-21,4.469,74
2023-05-22,4.652,70
2023-05-23,4.737,72
2023-05-24,4.618,59
2023-05-25,4.56,75
2023-05-26,4.812,73
2023-05-27,4.994,60
2023-05-28,5.039,54
2023-05-29,5.338,50
2023-05-30,5.037,65
2023-05-31,5.046,54
2023-06-01,5.032,61
2023-06-02,5.11,76
2023-06-03,4.972,67
2023-06-04,5.147,68
2023-06-05,5.195,58
2023-06-06,5.133,60
2023-06-07,5.195,66
2023-06-08,5.32,61
2023-06-09,5.456,53
2023-06-10,5.309,64
2023-06-11,5.325,61
2023-06-12,5.286,76
2023-06-13,5.245,65
2023-06-14,5.306,60
2023-06-15,5.238,56
2023-06-16,5.327,54
2023-06-17,5.253,58
2023-06-18,5.172,51
2023-06-19,5.199,56
2023-06-20,5.084,50
2023-06-21,5.201,51
2023-06-22,5.04,60
2023-06-23,4.786,75
2023-06-24,4.751,67
2023-06-25,4.653,75
2023-06-26,4.664,58
2023-06-27,4.543,73
2023-06-28,4.674,56
2023-06-29,4.467,70
2023-06-30,4.441,82
2023-07-01,4.274,69
2023-07-02,4.118,76
2023-07-03,4.077,50
2023-07-04,4.132,44
2023-07-05,4.216,59
2023-07-06,4.406,40
2023-07-07,4.467,40
2023-07-08,4.614,46
2023-07-09,4.651,41
2023-07-10,4.588,54
2023-07-11,4.184,79
2023-07-12,4.026,82
2023-07-13,4.018,79
2023-07-14,4.984,63
2023-07-15,4.261,56
2023-07-16,4.36,62
2023-07-17,4.512,50
2023-07-18,4.548,47
2023-07-19,4.468,54
2023-07-20,4.465,58
2023-07-21,4.347,69
2023-07-22,4.436,41
2023-07-23,4.424,76
2023-07-24,4.337,53
2023-07-25,4.409,51
2023-07-26,4.323,69
2023-07-27,4.323,59
2023-07-28,4.379,65
2023-07-29,4.364,68
2023-07-30,4.416,60
2023-07-31,4.482,54
2023-08-01,4.4,66
2023-08-02,4.525,62
2023-08-03,4.423,67
2023-08-04,4.406,60
2023-08-05,4.452,41
2023-08-06,4.473,59
2023-08-07,4.394,60
2023-08-08,4.406,47
2023-08-09,4.328,48
2023-08-10,4.188,52
2023-08-11,4.273,65
2023-08-12,4.395,53
2023-08-13,4.466,54
2023-08-14,4.363,46
2023-08-15,4.35,55
2023-08-16,4.434,52
2023-08-17,4.484,56
2023-08-18,4.326,46
2023-08-19,4.437,55
2023-08-20,4.402,64
2023-08-21,4.459,47
2023-08-22,4.351,60
2023-08-23,4.66,59
2023-08-24,4.475,55
2023-08-25,4.555,45
2023-08-26,4.278,58
2023-08-27,4.449,59
2023-08-28,4.693,62
2023-08-29,4.481,56
2023-08-30,4.457,60
2023-08-31,4.443,56
2023-09-01,4.763,99
2023-09-02,5.456,111
2023-09-03,5.761,97
2023-09-04,5.853,94
2023-09-05,5.736,78
2023-09-06,5.631,80
2023-09-07,5.608,68
2023-09-08,5.55,78
2023-09-09,5.636,93
2023-09-10,5.78,101
2023-09-11,5.659,85
2023-09-12,5.837,61
2023-09-13,5.885,91
2023-09-14,5.946,92
2023-09-15,6.109,101
2023-09-16,5.806,70
2023-09-17,5.845,85
2023-09-18,5.757,82
2023-09-19,5.752,56
2023-09-20,5.698,63
2023-09-21,5.775,54
2023-09-22,5.935,62
2023-09-23,5.871,59
2023-09-24,5.859,63
2023-09-25,6.047,59
2023-09-26,5.939,42
2023-09-27,5.838,77
2023-09-28,6.512,118
2023-09-29,6.78,153
2023-09-30,7.093,155
2023-10-01,7.397,156
2023-10-02,7.808,103
2023-10-03,7.708,109
2023-10-04,7.687,103
2023-10-05,7.875,92
2023-10-06,8.065,96
2023-10-07,8.476,119
2023-10-08,8.572,114
2023-10-09,8.627,79
2023-10-10,8.467,71
2023-10-11,8.409,76
2023-10-12,10.939,541
2023-10-13,10.542,149
2023-10-14,10.174,115
2023-10-15,11.089,88
2023-10-16,10.571,74
2023-10-17,10.108,77
2023-10-18,10.142,55
2023-10-19,10.118,63
2023-10-20,9.764,102
2023-10-21,8.961,113
2023-10-22,8.697,88
2023-10-23,8.478,73
2023-10-24,8.239,70
2023-10-25,7.984,78
2023-10-26,8.148,84
2023-10-27,7.969,69
2023-10-28,7.878,69
2023-10-29,7.671,93
2023-10-30,7.55,88
2023-10-31,7.747,60
2023-11-01,7.663,65
2023-11-02,7.566,68
2023-11-03,7.532,62
2023-11-04,7.544,68
2023-11-05,7.767,63
2023-11-06,8.036,58
2023-11-07,8.849,40
2023-11-08,7.843,60
2023-11-09,8.025,57
2023-11-10,7.852,44
2023-11-11,7.624,68
2023-11-12,7.855,62
2023-11-13,7.668,43
2023-11-14,7.912,34
2023-11-15,7.645,44
2023-11-16,8.018,50
2023-11-17,7.863,51
2023-11-18,8.023,52
2023-11-19,8.398,63
2023-11-20,8.255,44
2023-11-21,7.885,49
2023-11-22,7.382,55
2023-11-23,7.177,50
2023-11-24,7.132,58
2023-11-25,7.225,55
2023-11-26,7.32,60
2023-11-27,7.295,54
2023-11-28,7.361,54
2023-11-29,7.389,44
2023-11-30,7.581,39
2023-12-01,7.503,40
2023-12-02,7.699,48
2023-12-03,7.602,47
2023-12-04,7.994,39
2023-12-05,7.656,34
2023-12-06,8.058,28
2023-12-07,8.054,33
2023-12-08,7.744,50
2023-12-09,7.588,36
2023-12-10,7.781,41
2023-12-11,7.758,27
2023-12-12,7.675,34
2023-12-13,8.006,35
2023-12-14,7.587,27
2023-12-15,7.658,26
2023-12-16,7.523,44
2023-12-17,7.643,45
2023-12-18,7.537,36
2023-12-19,7.58,30
2023-12-20,7.657,33
2023-12-21,7.669,49
2023-12-22,7.178,45
2023-12-23,6.944,38
2023-12-24,6.907,36
2023-12-25,7.078,45
2023-12-26,7.289,33
2023-12-27,7.138,42
2023-12-28,7.021,47
2023-12-29,6.938,40
2023-12-30,7.172,36
2023-12-31,7.346,29
2024-01-01,7.082,37
2024-01-02,7.265,39
2024-01-03,7.103,39
2024-01-04,6.948,39
2024-01-05,7.555,38
2024-01-06,7.409,34
2024-01-07,7.285,36
2024-01-08,7.591,39
2024-01-09,7.395,36
2024-01-10,7.509,26
2024-01-11,7.374,29
2024-01-12,7.633,33
2024-01-13,7.495,28
2024-01-14,7.496,53
2024-01-15,7.757,29
2024-01-16,7.344,34
2024-01-17,7.172,39
2024-01-18,7.345,30
2024-01-19,7.292,47
2024-01-20,7.384,32
2024-01-21,7.093,33
2024-01-22,6.894,37
2024-01-23,6.912,24
2024-01-24,7.071,34
2024-01-25,6.88,30
2024-01-26,6.53,36
2024-01-27,6.703,38
2024-01-28,6.516,32
2024-01-29,6.738,22
2024-01-30,6.601,41
2024-01-31,6.851,37
2024-02-01,6.771,30
2024-02-02,6.837,39
2024-02-03,6.962,33
2024-02-04,7.075,38
2024-02-05,7.0,17
2024-02-06,6.97,32
2024-02-07,6.909,59
2024-02-08,7.058,43
2024-02-09,7.329,45
2024-02-10,7.39,52
2024-02-11,7.476,55
2024-02-12,7.078,40
2024-02-13,6.871,32
2024-02-14,6.821,50
2024-02-15,7.033,43
2024-02-16,6.88,41
2024-02-17,7.431,56
2024-02-18,7.169,44
2024-02-19,7.019,33
2024-02-20,6.946,32
2024-02-21,6.862,38
2024-02-22,6.965,41
2024-02-23,6.778,42
2024-02-24,7.14,42
2024-02-25,6.988,48
2024-02-26,6.963,38
2024-02-27,7.14,37
2024-02-28,7.027,49
2024-02-29,6.977,34
2024-03-01,7.372,46
2024-03-02,7.642,46
2024-03-03,7.588,44
2024-03-04,7.591,41
2024-03-05,7.388,35
2024-03-06,7.353,36
2024-03-07,7.359,35
2024-03-08,7.607,42
2024-03-09,7.454,41
2024-03-10,7.624,45
2024-03-11,7.662,33
2024-03-12,7.591,40
2024-03-13,7.475,24
2024-03-14,7.084,70
2024-03-15,7.105,54
2024-03-16,6.923,56
2024-03-17,6.746,45
2024-03-18,6.881,37
2024-03-19,6.914,44
2024-03-20,6.847,31
2024-03-21,7.015,43
2024-03-22,7.058,41
2024-03-23,7.22,44
2024-03-24,7.351,55
2024-03-25,7.576,25
2024-03-26,7.461,22
2024-03-27,7.484,29
2024-03-28,7.284,31
2024-03-29,7.377,27
2024-03-30,7.565,23
2024-03-31,7.233,34
2024-04-01,7.256,31
2024-04-02,7.515,29
2024-04-03,7.644,35
2024-04-04,7.401,26
2024-04-05,7.509,31
2024-04-06,7.745,31
2024-04-07,7.75,31
2024-04-08,7.631,29
2024-04-09,7.475,27
2024-04-10,7.776,32
2024-04-11,7.6,37
2024-04-12,7.629,35
2024-04-13,7.669,33
2024-04-14,7.659,30
2024-04-15,7.669,31
2024-04-16,7.754,29
2024-04-17,7.374,23
2024-04-18,7.332,30
2024-04-19,7.503,38
2024-04-20,7.296,36
2024-04-21,7.429,41
2024-04-22,7.497,26
2024-04-23,7.553,39
2024-04-24,7.576,29
2024-04-25,7.286,35
2024-04-26,7.483,40
2024-04-27,7.295,31
2024-04-28,7.295,38
2024-04-29,7.278,30
2024-04-30,7.339,26
2024-05-01,7.289,35
2024-05-02,7.509,37
2024-05-03,7.505,27
2024-05-04,7.712,36
2024-05-05,7.599,34
2024-05-06,7.824,31
2024-05-07,7.704,25
2024-05-08,8.16,28
2024-05-09,7.814,30
2024-05-10,7.618,30
2024-05-11,7.588,46
2024-05-12,7.82,41
2024-05-13,7.844,25
2024-05-14,8.092,30
2024-05-15,7.893,26
2024-05-16,8.1,29
2024-05-17,7.943,19
2024-05-17,7.799,1
2024-05-17,8.163,2
2024-05-17,8.176,1
2024-05-17,8.184,4
2024-05-17,8.332,3
2024-05-17,8.342,1
2024-05-17,8.324,4
2024-05-18,8.564,1
2024-05-18,8.306,1
2024-05-18,6.713,1
2024-05-18,7.962,1
2024-05-18,8.054,1
2024-05-18,7.109,1
2024-05-18,8.135,1
2024-05-18,8.05,1
2024-05-18,7.093,1
2024-05-18,7.72,2
2024-05-18,7.772,2
2024-05-18,8.21,2
2024-05-18,8.144,1
2024-05-18,8.148,2
2024-05-18,8.175,1
2024-05-18,8.286,1
2024-05-18,8.074,1
2024-05-19,7.954,1
2024-05-19,8.293,1
2024-05-19,8.293,3
2024-05-19,8.355,5
2024-05-19,7.711,1
2024-05-19,7.93,3
2024-05-19,7.962,1
2024-05-19,8.182,4
2024-05-19,8.348,3
2024-05-19,8.341,3
2024-05-19,8.289,3
2024-05-19,8.298,1
2024-05-20,8.194,2
2024-05-20,8.396,1
2024-05-20,8.218,2
2024-05-20,7.456,1
2024-05-20,7.52,1
2024-05-20,7.891,2
2024-05-20,8.29,1
2024-05-20,8.221,1
2024-05-20,8.281,1
2024-05-20,7.867,1
2024-05-20,7.875,1
2024-05-20,7.562,3
2024-05-20,7.91,1
2024-05-20,7.903,1
2024-05-20,7.593,1
2024-05-21,7.908,2
2024-05-21,7.97,1
2024-05-21,8.232,1
2024-05-21,8.311,2
2024-05-21,8.039,1
2024-05-21,8.199,1
2024-05-21,7.804,2
2024-05-21,7.867,3
2024-05-21,8.248,1
2024-05-21,8.262,1
2024-05-21,7.726,2
2024-05-21,8.183,1
2024-05-21,7.771,2
2024-05-21,8.219,2
2024-05-21,8.278,1
2024-05-21,8.294,1
2024-05-22,8.294,1
2024-05-22,8.301,1
2024-05-22,7.827,2
2024-05-22,7.109,1
2024-05-22,8.304,1
2024-05-22,7.991,2
2024-05-22,8.061,1
2024-05-22,8.043,2
2024-05-22,8.059,2
2024-05-22,8.159,3
2024-05-22,7.803,2
2024-05-22,8.296,1
2024-05-22,8.293,3
2024-05-22,8.222,2
2024-05-22,7.504,1
2024-05-22,7.65,1
2024-05-22,7.188,1
2024-05-23,7.842,2
2024-05-23,7.595,2
2024-05-23,8.083,1
2024-05-23,7.954,1
2024-05-23,7.456,2
2024-05-23,7.563,2
2024-05-23,7.654,1
2024-05-23,7.84,2
2024-05-23,7.668,1
2024-05-23,7.667,2
2024-05-23,7.67,1
2024-05-23,7.709,2
2024-05-23,7.742,3
2024-05-23,7.626,2
2024-05-23,8.086,4
2024-05-23,8.2,2
2024-05-23,8.203,1
2024-05-23,8.204,3
2024-05-24,8.333,3
2024-05-24,7.843,1
2024-05-24,6.864,1
2024-05-24,7.843,1
